id,province,city,name,industry_type,sub_category,product_name,baike_urls
95,河北省,秦皇岛市,北戴河区戴河镇北戴河村,蔬,蔬菜,集发蔬菜,https://baike.baidu.com/item/%E5%8C%97%E6%88%B4%E6%B2%B3%E6%9D%91/59875137|https://baike.baidu.com/item/%E7%A7%A6%E7%9A%87%E5%B2%9B%E5%B8%82%E5%8C%97%E6%88%B4%E6%B2%B3%E9%9B%86%E5%8F%91%E5%86%9C%E4%B8%9A%E7%BB%BC%E5%90%88%E5%BC%80%E5%8F%91%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/21042053
96,河北省,秦皇岛市,抚宁区茶棚乡小黄金山村,蔬,番茄,茶棚番茄,
97,河北省,秦皇岛市,昌黎县城郊区郝宋庄村,果,草莓,一月一草莓,
98,河北省,秦皇岛市,卢龙县蛤泊乡鲍子沟村,果,葡萄,葡萄,
99,河北省,秦皇岛市,青龙满族自治县青龙镇大石门村,果,板栗,燕之龙板栗,https://baike.baidu.com/item/%E5%A4%A7%E7%9F%B3%E9%97%A8%E6%9D%91/59844930|https://baike.baidu.com/item/%E7%87%95%E9%BE%99/8188195
100,河北省,邯郸市,肥乡区辛安镇前白落堡村,蔬,圆葱,富乡圆葱,https://baike.baidu.com/item/%E5%89%8D%E7%99%BD%E8%90%BD%E5%A0%A1%E6%9D%91/24329469|https://baike.baidu.com/item/%E8%82%A5%E4%B9%A1%E5%9C%86%E8%91%B1/23216965
101,河北省,邯郸市,永年区广府镇后当头村,蔬,大蒜,永年大蒜,https://baike.baidu.com/item/%E5%90%8E%E5%BD%93%E5%A4%B4%E6%9D%91/24326202|https://baike.baidu.com/item/%E6%B0%B8%E5%B9%B4%E5%A4%A7%E8%92%9C/3051890
102,河北省,邯郸市,大名县孙甘店乡南石冲村,粮,花生,花生,https://baike.baidu.com/item/%E5%8D%97%E7%9F%B3%E5%86%B2%E6%9D%91/24310747
103,河北省,邯郸市,馆陶县柴堡镇东苏堡村,畜,鸡蛋,艾格兰鸡蛋,https://baike.baidu.com/item/%E4%B8%9C%E8%8B%8F%E5%A0%A1%E6%9D%91/24316161
104,河北省,邯郸市,魏县魏城镇董河下村,果,梨,魏县鸭梨,
105,河北省,邯郸市,曲周县曲周镇东牛屯村,蔬,蔬菜,三棵树时令鲜蔬,
106,河北省,邢台市,沙河市綦村镇西苏庄村,果,核桃,薄皮核桃,
107,河北省,邢台市,临城县郝庄镇,果,核桃,临城薄皮核桃,
108,河北省,邢台市,内丘县侯家庄乡岗底村,果,苹果,富岗苹果,
109,河北省,邢台市,隆尧县牛家桥乡梅庄村,果,苹果,隆红蜜牌苹果,
110,河北省,邢台市,宁晋县河渠镇褚家庄村,其他,工笔画,工笔画,
111,河北省,邢台市,巨鹿县观寨乡南哈口村,蔬,瓜菜,哈口瓜菜,
112,河北省,邢台市,威县洺州镇邱霍寨村,果,葡萄,威华葡萄,
113,河北省,保定市,满城区方顺桥镇,果,草莓,绿赛草莓,
114,河北省,保定市,清苑区北店乡牛庄村,蔬,蔬菜,绿龙蔬菜,
115,河北省,保定市,清苑区东闾乡南王庄村,果,西瓜,清蜜西瓜,
116,河北省,保定市,定州市大辛庄镇,花,苗木,苗木花卉,
117,河北省,保定市,唐县南店头乡葛堡村,畜,肉羊,肉羊,
118,河北省,保定市,蠡县大曲堤镇大曲堤村,蔬,麻山药,蠡县麻山药,
119,河北省,保定市,莲池区南大园乡窑上村,花,花卉,花卉,
120,河北省,张家口市,宣化区春光乡观后村,果,葡萄,宣化牛奶葡萄,
121,河北省,张家口市,万全区郭磊庄镇何家屯村,粮,玉米,禾久鲜食玉米,
122,河北省,张家口市,崇礼区西湾子镇上三道河村,蔬,彩椒,彩椒,
123,河北省,张家口市,尚义县七甲乡,蔬,蔬菜,七甲山时令鲜蔬,
124,河北省,张家口市,涿鹿县五堡镇杨窑村,果,葡萄,香花墚葡萄,
125,河北省,承德市,承德县新杖子乡,果,苹果、樱桃,国光苹果、大樱桃,
126,河北省,承德市,平泉市卧龙镇,蔬,香菇,平泉香菇,
127,河北省,承德市,滦平县付营子镇,蔬,黄瓜,滦绿黄瓜,
128,河北省,承德市,隆化县郭家屯镇小梁村,畜,肉牛,隆化肉牛,
129,河北省,承德市,宽城满族自治县化皮溜子镇西岔沟村,果,苹果,西富苹果,
130,河北省,承德市,围场满族蒙古族自治县新拨镇,蔬,胡萝卜,二道河子胡萝卜,
131,河北省,沧州市,泊头市王武庄镇金马驹村,果,梨,泊头鸭梨,
132,河北省,沧州市,沧县崔尔庄镇,果,枣,沧县金丝小枣,
133,河北省,沧州市,河间市龙华店镇兴隆店村,果,梨,梨,
134,河北省,沧州市,青县曹寺乡,蔬,蔬菜,和顺鑫大棚蔬菜,
135,河北省,沧州市,肃宁县万里镇,蔬,蔬菜,蔬菜,
136,河北省,沧州市,献县高官乡,果,枣,献王金丝小枣,
137,河北省,廊坊市,安次区落垡镇邢官营村,蔬,芹菜,园农丰芹菜,
138,河北省,廊坊市,霸州市南孟镇西粉营村,蔬,韭菜,绿玉田歌韭菜,
139,河北省,廊坊市,固安县牛驼镇前庞家务村,蔬,黄瓜,普春黄瓜,
140,河北省,廊坊市,固安县温泉园区南王起营村,花,花木,花木,
141,河北省,衡水市,桃城区邓庄镇,果,樱桃西红柿,樱桃西红柿,
142,河北省,衡水市,冀州区周村镇,蔬,辣椒,冀周辣椒,
143,河北省,衡水市,武邑县龙店乡龙店村,蔬,黄瓜,集民黄瓜,
144,河北省,衡水市,饶阳县大尹村镇,蔬,蔬菜,蔬菜,
145,河北省,衡水市,安平县马店镇,蔬,山药,圆隆白山药,
146,河北省,衡水市,故城县建国镇,蔬,韭菜,兴月韭菜,
147,河北省,衡水市,阜城县漫河乡,果,西瓜,漫河西瓜,
148,山西省,太原市,杏花岭区长沟村,其他,旅游,休闲观光农业,https://baike.baidu.com/item/%E9%95%BF%E6%B2%9F%E6%9D%91/9509018
149,山西省,太原市,小店区小店街办孙家寨村,蔬,蔬菜,并州绿蔬菜,https://baike.baidu.com/item/%E5%AD%99%E5%AE%B6%E5%AF%A8%E6%9D%91/59815259
150,山西省,太原市,晋源区北河下村,蔬,蔬菜,玉山时令鲜蔬,https://baike.baidu.com/item/%E5%8C%97%E6%B2%B3%E4%B8%8B%E6%9D%91/9635417
151,山西省,太原市,古交市邢家社乡龙子村,蔬,蔬菜,净苑蔬菜,https://baike.baidu.com/item/%E9%BE%99%E5%AD%90%E6%9D%91/37866
152,山西省,太原市,清徐县柳杜乡成子村,蔬,蔬菜,蔬菜,https://baike.baidu.com/item/%E6%88%90%E5%AD%90%E6%9D%91/4710634
153,山西省,太原市,清徐县清源镇平泉村,果,葡萄,清徐葡萄,https://baike.baidu.com/item/%E5%B9%B3%E6%B3%89%E6%9D%91/49547|https://baike.baidu.com/item/%E6%B8%85%E5%BE%90%E8%91%A1%E8%90%84/2239543
154,山西省,太原市,清徐县集义乡,蔬,蔬菜,蔬菜,https://baike.baidu.com/item/%E9%9B%86%E4%B9%89%E4%B9%A1/5711031
155,山西省,太原市,阳曲县高村乡北社村,粮,小米,阳曲小米,https://baike.baidu.com/item/%E5%8C%97%E7%A4%BE%E6%9D%91/9838541?fr=aladdin|https://baike.baidu.com/item/%E9%98%B3%E6%9B%B2%E5%B0%8F%E7%B1%B3/9860451
156,山西省,太原市,娄烦县马家庄乡大圣堂村,蔬,蔬菜,绿海蔬菜,https://baike.baidu.com/item/%E5%A4%A7%E5%9C%A3%E5%A0%82%E6%9D%91/10346888
157,山西省,大同市,阳高县东小村镇大嘴窑村,果,杏,大嘴夭杏,https://baike.baidu.com/item/%E5%A4%A7%E5%98%B4%E7%AA%91%E6%9D%91/2879147
158,山西省,大同市,浑源县千佛岭乡泽清岭村,药,黄芪,恒山黄芪,https://baike.baidu.com/item/%E6%B3%BD%E6%B8%85%E5%B2%AD%E6%9D%91/297961|https://baike.baidu.com/item/%E6%81%92%E5%B1%B1%E9%BB%84%E8%8A%AA/565168
159,山西省,大同市,左云县店湾镇范家寺村,蔬,蔬菜,西红柿、黄瓜,https://baike.baidu.com/item/%E8%8C%83%E5%AE%B6%E5%AF%BA%E6%9D%91/607563
160,山西省,阳泉市,郊区平坦镇桃林沟村,果,旅游,桃林沟生态旅游,https://baike.baidu.com/item/%E6%A1%83%E6%9E%97%E6%B2%9F%E6%9D%91/6844116|https://baike.baidu.com/item/%E6%A1%83%E6%9E%97%E6%B2%9F%E6%99%AF%E5%8C%BA/24410590
161,山西省,阳泉市,郊区西南舁乡北大西庄村,果,苹果,三舁苹果,https://baike.baidu.com/item/%E5%8C%97%E5%A4%A7%E8%A5%BF%E5%BA%84%E6%9D%91/24329473
162,山西省,阳泉市,平定县柏井镇里牌岭村,畜,鸡蛋,牌岭蛋鸡,https://baike.baidu.com/item/%E9%87%8C%E7%89%8C%E5%B2%AD%E6%9D%91/2971919?fr=aladdin
163,山西省,长治市,上党区八义镇南窑沟村,果,葡萄,酿酒葡萄,
164,山西省,长治市,上党区苏店镇东贾村,蔬,蔬菜,红运豪蔬菜,
165,山西省,长治市,上党区荫城镇荆圪道村,蔬,蔬菜,洁思蔬菜,
166,山西省,长治市,上党区振兴新区振兴村,其他,旅游,休闲农业,https://baike.baidu.com/item/%E6%8C%AF%E5%85%B4%E6%9D%91/8597323
167,山西省,长治市,壶关县店上镇长林村,蔬,西红柿,旱地西红柿,https://baike.baidu.com/item/%E9%95%BF%E6%9E%97%E6%9D%91/4878550
168,山西省,长治市,武乡县故城镇权店村,果,梅,权店梅,https://baijiahao.baidu.com/s?id=1839088724711028455&wfr=spider&for=pc|https://baike.baidu.com/item/%E6%9D%83%E5%BA%97%E6%9D%91/2110866
